source_document_id,edge_type,target_document_id,source_path
UDQ-AUD-SPEC-002,depends_on,UDQ-AUD-SPEC-001,docs/active/UDQ-AUD-SPEC-002__Placeholder_and_Anti_Pattern_Scan_Policy__r2__WIP.md
UDQ-AUD-SPEC-002,depends_on,UDQ-REL-SPEC-001,docs/active/UDQ-AUD-SPEC-002__Placeholder_and_Anti_Pattern_Scan_Policy__r2__WIP.md
UDQ-AUD-TPL-001,depends_on,UDQ-AUD-SPEC-001,docs/active/UDQ-AUD-TPL-001__Package_Audit_Report_Template__r0__WIP.md
UDQ-AUD-TPL-001,depends_on,UDQ-REL-SPEC-001,docs/active/UDQ-AUD-TPL-001__Package_Audit_Report_Template__r0__WIP.md
UDQ-AUD-TPL-001,depends_on,UDQ-SCM-STD-001,docs/active/UDQ-AUD-TPL-001__Package_Audit_Report_Template__r0__WIP.md
UDQ-AUD-TPL-001,depends_on,UDQ-GOV-SPEC-002,docs/active/UDQ-AUD-TPL-001__Package_Audit_Report_Template__r0__WIP.md
UDQ-AUD-TPL-002,depends_on,UDQ-AUD-SPEC-002,docs/active/UDQ-AUD-TPL-002__Placeholder_and_Anti_Pattern_Scan_Report_Template__r0__WIP.md
UDQ-AUD-TPL-002,depends_on,UDQ-GOV-SPEC-002,docs/active/UDQ-AUD-TPL-002__Placeholder_and_Anti_Pattern_Scan_Report_Template__r0__WIP.md
UDQ-DEV-SPEC-001,depends_on,UDQ-DIAG-SPEC-001,docs/active/UDQ_DEV_SPEC_001_adapter.md
UDQ-DEV-SPEC-001,depends_on,UDQ-GOV-STD-001,docs/active/UDQ_DEV_SPEC_001_adapter.md
UDQ-DEV-SPEC-001,depends_on,UDQ-OUT-SPEC-001,docs/active/UDQ_DEV_SPEC_001_adapter.md
UDQ-DEV-SPEC-001,depends_on,UDQ-PROT-SPEC-001,docs/active/UDQ_DEV_SPEC_001_adapter.md
UDQ-DEV-SPEC-001,depends_on,UDQ-SIG-SPEC-001,docs/active/UDQ_DEV_SPEC_001_adapter.md
UDQ-DIAG-SPEC-001,depends_on,UDQ-GOV-STD-001,docs/active/UDQ-DIAG-SPEC-001__Diagnostics_Watchdog_and_Health_Model_Specification__r0__WIP.md
UDQ-DIAG-SPEC-001,depends_on,UDQ-HIS-SPEC-001,docs/active/UDQ-DIAG-SPEC-001__Diagnostics_Watchdog_and_Health_Model_Specification__r0__WIP.md
UDQ-DIAG-SPEC-001,depends_on,UDQ-PROT-SPEC-001,docs/active/UDQ-DIAG-SPEC-001__Diagnostics_Watchdog_and_Health_Model_Specification__r0__WIP.md
UDQ-DIAG-SPEC-001,depends_on,UDQ-REM-SPEC-001,docs/active/UDQ-DIAG-SPEC-001__Diagnostics_Watchdog_and_Health_Model_Specification__r0__WIP.md
UDQ-DIAG-SPEC-001,depends_on,UDQ-UI-MOD-001,docs/active/UDQ-DIAG-SPEC-001__Diagnostics_Watchdog_and_Health_Model_Specification__r0__WIP.md
UDQ-EVT-SPEC-001,depends_on,UDQ-GOV-STD-001,docs/active/UDQ-EVT-SPEC-001__Alarms_Events_and_Acknowledgment_Specification__r1__WIP.md
UDQ-EVT-SPEC-001,depends_on,UDQ-HIS-SPEC-001,docs/active/UDQ-EVT-SPEC-001__Alarms_Events_and_Acknowledgment_Specification__r1__WIP.md
UDQ-EVT-SPEC-001,depends_on,UDQ-OUT-SPEC-001,docs/active/UDQ-EVT-SPEC-001__Alarms_Events_and_Acknowledgment_Specification__r1__WIP.md
UDQ-EVT-SPEC-001,depends_on,UDQ-REM-SPEC-001,docs/active/UDQ-EVT-SPEC-001__Alarms_Events_and_Acknowledgment_Specification__r1__WIP.md
UDQ-EVT-SPEC-001,depends_on,UDQ-UI-MOD-001,docs/active/UDQ-EVT-SPEC-001__Alarms_Events_and_Acknowledgment_Specification__r1__WIP.md
UDQ-EVT-SPEC-001,depends_on,UDQ-GOV-GLO-001,docs/active/UDQ-EVT-SPEC-001__Alarms_Events_and_Acknowledgment_Specification__r1__WIP.md
UDQ-EVT-SPEC-001,depends_on,UDQ-GOV-STD-002,docs/active/UDQ-EVT-SPEC-001__Alarms_Events_and_Acknowledgment_Specification__r1__WIP.md
UDQ-EXM-SPEC-001,depends_on,UDQ-GOV-GLO-001,docs/active/UDQ-EXM-SPEC-001__Canonical_Worked_Examples__r1__WIP.md
UDQ-EXM-SPEC-001,depends_on,UDQ-GOV-STD-002,docs/active/UDQ-EXM-SPEC-001__Canonical_Worked_Examples__r1__WIP.md
UDQ-EXM-SPEC-001,depends_on,UDQ-OUT-SPEC-001,docs/active/UDQ-EXM-SPEC-001__Canonical_Worked_Examples__r1__WIP.md
UDQ-EXM-SPEC-001,depends_on,UDQ-PROF-SPEC-001,docs/active/UDQ-EXM-SPEC-001__Canonical_Worked_Examples__r1__WIP.md
UDQ-EXM-SPEC-001,depends_on,UDQ-UI-SPEC-004,docs/active/UDQ-EXM-SPEC-001__Canonical_Worked_Examples__r1__WIP.md
UDQ-EXM-SPEC-001,depends_on,UDQ-EVT-SPEC-001,docs/active/UDQ-EXM-SPEC-001__Canonical_Worked_Examples__r1__WIP.md
UDQ-EXP-SPEC-001,depends_on,UDQ-AUD-SPEC-001,docs/active/UDQ-EXP-SPEC-001__Export_Review_and_Evidence_Bundle_Specification__r0__WIP.md
UDQ-EXP-SPEC-001,depends_on,UDQ-GOV-STD-001,docs/active/UDQ-EXP-SPEC-001__Export_Review_and_Evidence_Bundle_Specification__r0__WIP.md
UDQ-EXP-SPEC-001,depends_on,UDQ-HIS-SPEC-001,docs/active/UDQ-EXP-SPEC-001__Export_Review_and_Evidence_Bundle_Specification__r0__WIP.md
UDQ-EXP-SPEC-001,depends_on,UDQ-REL-SPEC-001,docs/active/UDQ-EXP-SPEC-001__Export_Review_and_Evidence_Bundle_Specification__r0__WIP.md
UDQ-EXP-SPEC-001,depends_on,UDQ-SCM-STD-001,docs/active/UDQ-EXP-SPEC-001__Export_Review_and_Evidence_Bundle_Specification__r0__WIP.md
UDQ-GAP-RPT-001,depends_on,UDQ-IMP-PLAN-001,docs/active/UDQ-GAP-RPT-001__Open_Implementation_Gaps__r5__WIP.md
UDQ-GAP-RPT-001,depends_on,UDQ-GOV-RPT-002,docs/active/UDQ-GAP-RPT-001__Open_Implementation_Gaps__r5__WIP.md
UDQ-GAP-RPT-001,depends_on,UDQ-REQ-MAT-001,docs/active/UDQ-GAP-RPT-001__Open_Implementation_Gaps__r5__WIP.md
UDQ-GAP-TPL-001,depends_on,UDQ-GAP-RPT-001,docs/active/UDQ-GAP-TPL-001__Implementation_Gap_Assessment_Template__r0__WIP.md
UDQ-GAP-TPL-001,depends_on,UDQ-QUAL-SPEC-002,docs/active/UDQ-GAP-TPL-001__Implementation_Gap_Assessment_Template__r0__WIP.md
UDQ-GAP-TPL-001,depends_on,UDQ-GOV-SPEC-002,docs/active/UDQ-GAP-TPL-001__Implementation_Gap_Assessment_Template__r0__WIP.md
UDQ-GOV-GLO-001,depends_on,UDQ-GOV-STD-001,docs/active/UDQ-GOV-GLO-001__Canonical_Glossary_and_Ontology__r1__WIP.md
UDQ-GOV-GLO-001,depends_on,UDQ-GOV-STD-002,docs/active/UDQ-GOV-GLO-001__Canonical_Glossary_and_Ontology__r1__WIP.md
UDQ-GOV-GLO-001,depends_on,UDQ-GOV-SPEC-002,docs/active/UDQ-GOV-GLO-001__Canonical_Glossary_and_Ontology__r1__WIP.md
UDQ-GOV-LOG-001,depends_on,UDQ-GOV-STD-001,docs/active/UDQ-GOV-LOG-001__Controlled_Document_Index__r16__WIP.md
UDQ-GOV-LOG-001,depends_on,UDQ-GOV-SPEC-002,docs/active/UDQ-GOV-LOG-001__Controlled_Document_Index__r16__WIP.md
UDQ-GOV-LOG-001,depends_on,UDQ-GOV-STD-002,docs/active/UDQ-GOV-LOG-001__Controlled_Document_Index__r16__WIP.md
UDQ-GOV-LOG-001,depends_on,UDQ-GOV-STD-003,docs/active/UDQ-GOV-LOG-001__Controlled_Document_Index__r16__WIP.md
UDQ-GOV-MAP-001,depends_on,UDQ-GOV-STD-001,docs/active/UDQ-GOV-MAP-001__Document_Architecture_and_Dependency_Map__r2__WIP.md
UDQ-GOV-MAP-001,depends_on,UDQ-GOV-STD-002,docs/active/UDQ-GOV-MAP-001__Document_Architecture_and_Dependency_Map__r2__WIP.md
UDQ-GOV-MAP-001,depends_on,UDQ-GOV-STD-003,docs/active/UDQ-GOV-MAP-001__Document_Architecture_and_Dependency_Map__r2__WIP.md
UDQ-GOV-MAP-001,depends_on,UDQ-IMP-MAP-001,docs/active/UDQ-GOV-MAP-001__Document_Architecture_and_Dependency_Map__r2__WIP.md
UDQ-GOV-REG-001,depends_on,UDQ-GOV-STD-002,docs/active/UDQ-GOV-REG-001__Contradiction_and_Reconciliation_Register__r1__WIP.md
UDQ-GOV-REG-001,depends_on,UDQ-GOV-STD-003,docs/active/UDQ-GOV-REG-001__Contradiction_and_Reconciliation_Register__r1__WIP.md
UDQ-GOV-REG-001,depends_on,UDQ-GOV-GLO-001,docs/active/UDQ-GOV-REG-001__Contradiction_and_Reconciliation_Register__r1__WIP.md
UDQ-GOV-REG-001,depends_on,UDQ-GOV-RPT-001,docs/active/UDQ-GOV-REG-001__Contradiction_and_Reconciliation_Register__r1__WIP.md
UDQ-GOV-REG-002,depends_on,UDQ-GOV-STD-002,docs/active/UDQ-GOV-REG-002__Duplication_and_Consolidation_Register__r1__WIP.md
UDQ-GOV-REG-002,depends_on,UDQ-GOV-STD-003,docs/active/UDQ-GOV-REG-002__Duplication_and_Consolidation_Register__r1__WIP.md
UDQ-GOV-REG-002,depends_on,UDQ-GOV-RPT-001,docs/active/UDQ-GOV-REG-002__Duplication_and_Consolidation_Register__r1__WIP.md
UDQ-GOV-REG-002,depends_on,UDQ-GOV-RPT-002,docs/active/UDQ-GOV-REG-002__Duplication_and_Consolidation_Register__r1__WIP.md
UDQ-GOV-RPT-001,depends_on,UDQ-GOV-GLO-001,docs/active/UDQ-GOV-RPT-001__Cross_Document_Consistency_Assessment__r4__WIP.md
UDQ-GOV-RPT-001,depends_on,UDQ-GOV-STD-002,docs/active/UDQ-GOV-RPT-001__Cross_Document_Consistency_Assessment__r4__WIP.md
UDQ-GOV-RPT-001,depends_on,UDQ-GOV-REG-001,docs/active/UDQ-GOV-RPT-001__Cross_Document_Consistency_Assessment__r4__WIP.md
UDQ-GOV-RPT-001,depends_on,UDQ-GOV-REG-002,docs/active/UDQ-GOV-RPT-001__Cross_Document_Consistency_Assessment__r4__WIP.md
UDQ-GOV-RPT-001,depends_on,UDQ-GOV-RPT-002,docs/active/UDQ-GOV-RPT-001__Cross_Document_Consistency_Assessment__r4__WIP.md
UDQ-GOV-RPT-002,depends_on,UDQ-GOV-GLO-001,docs/active/UDQ-GOV-RPT-002__Subsystem_Reconciliation_and_Duplication_Closure_Assessment__r0__WIP.md
UDQ-GOV-RPT-002,depends_on,UDQ-GOV-STD-002,docs/active/UDQ-GOV-RPT-002__Subsystem_Reconciliation_and_Duplication_Closure_Assessment__r0__WIP.md
UDQ-GOV-RPT-002,depends_on,UDQ-GOV-REG-001,docs/active/UDQ-GOV-RPT-002__Subsystem_Reconciliation_and_Duplication_Closure_Assessment__r0__WIP.md
UDQ-GOV-RPT-002,depends_on,UDQ-GOV-REG-002,docs/active/UDQ-GOV-RPT-002__Subsystem_Reconciliation_and_Duplication_Closure_Assessment__r0__WIP.md
UDQ-GOV-RPT-002,depends_on,UDQ-REQ-MAT-001,docs/active/UDQ-GOV-RPT-002__Subsystem_Reconciliation_and_Duplication_Closure_Assessment__r0__WIP.md
UDQ-GOV-SOP-001,depends_on,UDQ-GOV-STD-001,docs/active/UDQ-GOV-SOP-001__Controlled_Document_Update_and_Impact_Process__r0__WIP.md
UDQ-GOV-SOP-001,depends_on,UDQ-GOV-STD-002,docs/active/UDQ-GOV-SOP-001__Controlled_Document_Update_and_Impact_Process__r0__WIP.md
UDQ-GOV-SOP-001,depends_on,UDQ-GOV-REG-001,docs/active/UDQ-GOV-SOP-001__Controlled_Document_Update_and_Impact_Process__r0__WIP.md
UDQ-GOV-SOP-001,depends_on,UDQ-GOV-REG-002,docs/active/UDQ-GOV-SOP-001__Controlled_Document_Update_and_Impact_Process__r0__WIP.md
UDQ-GOV-SPEC-002,depends_on,UDQ-GOV-STD-001,docs/active/UDQ-GOV-SPEC-002__Machine_Readable_Document_and_Cross_Reference_Scheme__r4__WIP.md
UDQ-GOV-SPEC-002,depends_on,UDQ-AUD-SPEC-001,docs/active/UDQ-GOV-SPEC-002__Machine_Readable_Document_and_Cross_Reference_Scheme__r4__WIP.md
UDQ-GOV-SPEC-002,depends_on,UDQ-AUD-SPEC-002,docs/active/UDQ-GOV-SPEC-002__Machine_Readable_Document_and_Cross_Reference_Scheme__r4__WIP.md
UDQ-GOV-STD-001,depends_on,[],docs/active/UDQ-GOV-STD-001__Document_Control_Scheme__r3__WIP.md
UDQ-GOV-STD-002,depends_on,UDQ-GOV-STD-001,docs/active/UDQ-GOV-STD-002__Semantic_Precedence_and_Term_Usage_Standard__r0__WIP.md
UDQ-GOV-STD-002,depends_on,UDQ-GOV-GLO-001,docs/active/UDQ-GOV-STD-002__Semantic_Precedence_and_Term_Usage_Standard__r0__WIP.md
UDQ-GOV-STD-002,depends_on,UDQ-GOV-MAP-001,docs/active/UDQ-GOV-STD-002__Semantic_Precedence_and_Term_Usage_Standard__r0__WIP.md
UDQ-GOV-STD-003,depends_on,UDQ-GOV-STD-001,docs/active/UDQ-GOV-STD-003__Active_Archive_and_Package_Structure_Standard__r0__WIP.md
UDQ-GOV-STD-003,depends_on,UDQ-GOV-STD-002,docs/active/UDQ-GOV-STD-003__Active_Archive_and_Package_Structure_Standard__r0__WIP.md
UDQ-GOV-STD-003,depends_on,UDQ-REL-SPEC-001,docs/active/UDQ-GOV-STD-003__Active_Archive_and_Package_Structure_Standard__r0__WIP.md
UDQ-HIS-SPEC-001,depends_on,UDQ-ARCH-NAR-001,docs/active/UDQ-HIS-SPEC-001__Historian_Events_and_Evidence_Specification__r2__WIP.md
UDQ-HIS-SPEC-001,depends_on,UDQ-ARCH-NAR-002,docs/active/UDQ-HIS-SPEC-001__Historian_Events_and_Evidence_Specification__r2__WIP.md
UDQ-HIS-SPEC-001,depends_on,UDQ-REQ-MAT-001,docs/active/UDQ-HIS-SPEC-001__Historian_Events_and_Evidence_Specification__r2__WIP.md
UDQ-HIS-SPEC-001,depends_on,UDQ-QUAL-DEF-001,docs/active/UDQ-HIS-SPEC-001__Historian_Events_and_Evidence_Specification__r2__WIP.md
UDQ-HIS-SPEC-001,depends_on,UDQ-UI-NAR-001,docs/active/UDQ-HIS-SPEC-001__Historian_Events_and_Evidence_Specification__r2__WIP.md
UDQ-HIS-SPEC-001,depends_on,UDQ-UI-ARCH-001,docs/active/UDQ-HIS-SPEC-001__Historian_Events_and_Evidence_Specification__r2__WIP.md
UDQ-HIS-SPEC-001,depends_on,UDQ-UI-MOD-001,docs/active/UDQ-HIS-SPEC-001__Historian_Events_and_Evidence_Specification__r2__WIP.md
UDQ-HIS-SPEC-001,depends_on,UDQ-SIG-SPEC-001,docs/active/UDQ-HIS-SPEC-001__Historian_Events_and_Evidence_Specification__r2__WIP.md
UDQ-HIS-SPEC-001,depends_on,UDQ-OUT-SPEC-001,docs/active/UDQ-HIS-SPEC-001__Historian_Events_and_Evidence_Specification__r2__WIP.md
UDQ-HIS-SPEC-001,depends_on,UDQ-SEQ-SPEC-001,docs/active/UDQ-HIS-SPEC-001__Historian_Events_and_Evidence_Specification__r2__WIP.md
UDQ-HIS-SPEC-001,depends_on,UDQ-GOV-GLO-001,docs/active/UDQ-HIS-SPEC-001__Historian_Events_and_Evidence_Specification__r2__WIP.md
UDQ-HIS-SPEC-001,depends_on,UDQ-GOV-STD-002,docs/active/UDQ-HIS-SPEC-001__Historian_Events_and_Evidence_Specification__r2__WIP.md
UDQ-IMP-MAP-001,depends_on,UDQ-GOV-STD-003,docs/active/UDQ-IMP-MAP-001__Frozen_Package_Structure_and_Module_Boundary_Standard__r1__WIP.md
UDQ-IMP-MAP-001,depends_on,UDQ-GOV-STD-002,docs/active/UDQ-IMP-MAP-001__Frozen_Package_Structure_and_Module_Boundary_Standard__r1__WIP.md
UDQ-IMP-MAP-001,depends_on,UDQ-ARCH-NAR-002,docs/active/UDQ-IMP-MAP-001__Frozen_Package_Structure_and_Module_Boundary_Standard__r1__WIP.md
UDQ-IMP-PLAN-001,depends_on,UDQ-GOV-STD-003,docs/active/UDQ-IMP-PLAN-001__Implementation_Transition_and_Handoff_Plan__r1__WIP.md
UDQ-IMP-PLAN-001,depends_on,UDQ-IMP-MAP-001,docs/active/UDQ-IMP-PLAN-001__Implementation_Transition_and_Handoff_Plan__r1__WIP.md
UDQ-IMP-PLAN-001,depends_on,UDQ-REQ-MAT-001,docs/active/UDQ-IMP-PLAN-001__Implementation_Transition_and_Handoff_Plan__r1__WIP.md
UDQ-IMP-PLAN-001,depends_on,UDQ-GOV-RPT-002,docs/active/UDQ-IMP-PLAN-001__Implementation_Transition_and_Handoff_Plan__r1__WIP.md
UDQ-LOG-SPEC-001,depends_on,UDQ-GOV-STD-001,docs/active/UDQ-LOG-SPEC-001__Rules_Conditions_and_Actions_Specification__r2__WIP.md
UDQ-LOG-SPEC-001,depends_on,UDQ-GOV-LOG-001,docs/active/UDQ-LOG-SPEC-001__Rules_Conditions_and_Actions_Specification__r2__WIP.md
UDQ-LOG-SPEC-001,depends_on,UDQ-ARCH-NAR-001,docs/active/UDQ-LOG-SPEC-001__Rules_Conditions_and_Actions_Specification__r2__WIP.md
UDQ-LOG-SPEC-001,depends_on,UDQ-ARCH-NAR-002,docs/active/UDQ-LOG-SPEC-001__Rules_Conditions_and_Actions_Specification__r2__WIP.md
UDQ-LOG-SPEC-001,depends_on,UDQ-REQ-MAT-001,docs/active/UDQ-LOG-SPEC-001__Rules_Conditions_and_Actions_Specification__r2__WIP.md
UDQ-LOG-SPEC-001,depends_on,UDQ-QUAL-DEF-001,docs/active/UDQ-LOG-SPEC-001__Rules_Conditions_and_Actions_Specification__r2__WIP.md
UDQ-LOG-SPEC-001,depends_on,UDQ-UI-NAR-001,docs/active/UDQ-LOG-SPEC-001__Rules_Conditions_and_Actions_Specification__r2__WIP.md
UDQ-LOG-SPEC-001,depends_on,UDQ-UI-ARCH-001,docs/active/UDQ-LOG-SPEC-001__Rules_Conditions_and_Actions_Specification__r2__WIP.md
UDQ-LOG-SPEC-001,depends_on,UDQ-UI-MOD-001,docs/active/UDQ-LOG-SPEC-001__Rules_Conditions_and_Actions_Specification__r2__WIP.md
UDQ-LOG-SPEC-001,depends_on,UDQ-UI-INV-001,docs/active/UDQ-LOG-SPEC-001__Rules_Conditions_and_Actions_Specification__r2__WIP.md
UDQ-LOG-SPEC-001,depends_on,UDQ-GOV-GLO-001,docs/active/UDQ-LOG-SPEC-001__Rules_Conditions_and_Actions_Specification__r2__WIP.md
UDQ-LOG-SPEC-001,depends_on,UDQ-GOV-STD-002,docs/active/UDQ-LOG-SPEC-001__Rules_Conditions_and_Actions_Specification__r2__WIP.md
UDQ-LOG-SPEC-001,depends_on,UDQ-OUT-SPEC-001,docs/active/UDQ-LOG-SPEC-001__Rules_Conditions_and_Actions_Specification__r2__WIP.md
UDQ-OUT-SPEC-001,depends_on,UDQ-GOV-GLO-001,docs/active/UDQ-OUT-SPEC-001__Outputs_Command_Arbitration_and_Safe_State_Specification__r2__WIP.md
UDQ-OUT-SPEC-001,depends_on,UDQ-GOV-STD-002,docs/active/UDQ-OUT-SPEC-001__Outputs_Command_Arbitration_and_Safe_State_Specification__r2__WIP.md
UDQ-OUT-SPEC-001,depends_on,UDQ-SEC-SPEC-001,docs/active/UDQ-OUT-SPEC-001__Outputs_Command_Arbitration_and_Safe_State_Specification__r2__WIP.md
UDQ-PROF-SPEC-001,depends_on,UDQ-GOV-STD-001,docs/active/UDQ-PROF-SPEC-001__Profiles_Persistence_Autosave_and_Restore_Specification__r1__WIP.md
UDQ-PROF-SPEC-001,depends_on,UDQ-REL-SPEC-001,docs/active/UDQ-PROF-SPEC-001__Profiles_Persistence_Autosave_and_Restore_Specification__r1__WIP.md
UDQ-PROF-SPEC-001,depends_on,UDQ-UI-ARCH-001,docs/active/UDQ-PROF-SPEC-001__Profiles_Persistence_Autosave_and_Restore_Specification__r1__WIP.md
UDQ-PROF-SPEC-001,depends_on,UDQ-UI-MOD-001,docs/active/UDQ-PROF-SPEC-001__Profiles_Persistence_Autosave_and_Restore_Specification__r1__WIP.md
UDQ-PROF-SPEC-001,depends_on,UDQ-UI-NAR-001,docs/active/UDQ-PROF-SPEC-001__Profiles_Persistence_Autosave_and_Restore_Specification__r1__WIP.md
UDQ-PROF-SPEC-001,depends_on,UDQ-GOV-GLO-001,docs/active/UDQ-PROF-SPEC-001__Profiles_Persistence_Autosave_and_Restore_Specification__r1__WIP.md
UDQ-PROF-SPEC-001,depends_on,UDQ-GOV-STD-002,docs/active/UDQ-PROF-SPEC-001__Profiles_Persistence_Autosave_and_Restore_Specification__r1__WIP.md
UDQ-PROOF-TPL-001,depends_on,UDQ-QUAL-SPEC-002,docs/active/UDQ-PROOF-TPL-001__Implementation_Proof_Bundle_Template__r0__WIP.md
UDQ-PROOF-TPL-001,depends_on,UDQ-REQ-MAT-001,docs/active/UDQ-PROOF-TPL-001__Implementation_Proof_Bundle_Template__r0__WIP.md
UDQ-PROOF-TPL-001,depends_on,UDQ-SCM-STD-001,docs/active/UDQ-PROOF-TPL-001__Implementation_Proof_Bundle_Template__r0__WIP.md
UDQ-PROOF-TPL-001,depends_on,UDQ-GOV-SPEC-002,docs/active/UDQ-PROOF-TPL-001__Implementation_Proof_Bundle_Template__r0__WIP.md
UDQ-PROT-SPEC-001,depends_on,UDQ-ARCH-NAR-001,docs/active/UDQ-PROT-SPEC-001__Modbus_Integration_Specification__r1__WIP.md
UDQ-PROT-SPEC-001,depends_on,UDQ-ARCH-NAR-002,docs/active/UDQ-PROT-SPEC-001__Modbus_Integration_Specification__r1__WIP.md
UDQ-PROT-SPEC-001,depends_on,UDQ-UI-NAR-001,docs/active/UDQ-PROT-SPEC-001__Modbus_Integration_Specification__r1__WIP.md
UDQ-PROT-SPEC-001,depends_on,UDQ-UI-ARCH-001,docs/active/UDQ-PROT-SPEC-001__Modbus_Integration_Specification__r1__WIP.md
UDQ-PROT-SPEC-001,depends_on,UDQ-UI-MOD-001,docs/active/UDQ-PROT-SPEC-001__Modbus_Integration_Specification__r1__WIP.md
UDQ-PROT-SPEC-001,depends_on,UDQ-SIG-SPEC-001,docs/active/UDQ-PROT-SPEC-001__Modbus_Integration_Specification__r1__WIP.md
UDQ-PROT-SPEC-001,depends_on,UDQ-LOG-SPEC-001,docs/active/UDQ-PROT-SPEC-001__Modbus_Integration_Specification__r1__WIP.md
UDQ-PROT-SPEC-001,depends_on,UDQ-OUT-SPEC-001,docs/active/UDQ-PROT-SPEC-001__Modbus_Integration_Specification__r1__WIP.md
UDQ-QUAL-DEF-001,depends_on,UDQ-ARCH-NAR-001,docs/active/UDQ-QUAL-DEF-001__Definition_of_Complete_by_Subsystem__r2__WIP.md
UDQ-QUAL-DEF-001,depends_on,UDQ-ARCH-NAR-002,docs/active/UDQ-QUAL-DEF-001__Definition_of_Complete_by_Subsystem__r2__WIP.md
UDQ-QUAL-DEF-001,depends_on,UDQ-GOV-STD-001,docs/active/UDQ-QUAL-DEF-001__Definition_of_Complete_by_Subsystem__r2__WIP.md
UDQ-QUAL-DEF-001,depends_on,UDQ-REQ-MAT-001,docs/active/UDQ-QUAL-DEF-001__Definition_of_Complete_by_Subsystem__r2__WIP.md
UDQ-QUAL-DEF-001,depends_on,UDQ-UI-ARCH-001,docs/active/UDQ-QUAL-DEF-001__Definition_of_Complete_by_Subsystem__r2__WIP.md
UDQ-QUAL-DEF-001,depends_on,UDQ-UI-MOD-001,docs/active/UDQ-QUAL-DEF-001__Definition_of_Complete_by_Subsystem__r2__WIP.md
UDQ-QUAL-DEF-001,depends_on,UDQ-UI-NAR-001,docs/active/UDQ-QUAL-DEF-001__Definition_of_Complete_by_Subsystem__r2__WIP.md
UDQ-QUAL-SPEC-002,depends_on,UDQ-REQ-MAT-001,docs/active/UDQ-QUAL-SPEC-002__Implementation_Proof_Model__r0__WIP.md
